,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month,Period
2813,Mesa Airlines,YV,US Airways,US ,Domestic,North America,Deplaned,Other,Terminal 1,B,1285,Deplaned,1285,2007,July,2007-07-01
2814,Mesa Airlines,YV,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,B,1197,Enplaned,1197,2007,July,2007-07-01
2815,Mexicana Airlines,MX,Mexicana Airlines,MX,International,South America,Deplaned,Other,International,G,8220,Deplaned,8220,2007,July,2007-07-01
2816,Mexicana Airlines,MX,Mexicana Airlines,MX,International,South America,Enplaned,Other,International,G,8225,Enplaned,8225,2007,July,2007-07-01
2817,Miami Air International,GL,Miami Air International,GL,Domestic,North America,Enplaned,Other,International,A,64,Enplaned,64,2007,July,2007-07-01
2818,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,North America,Deplaned,Other,Terminal 3,E,10679,Deplaned,10679,2007,July,2007-07-01
2819,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,North America,Enplaned,Other,Terminal 3,E,10558,Enplaned,10558,2007,July,2007-07-01
2820,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,North America,Deplaned,Other,Terminal 1,C,66864,Deplaned,66864,2007,July,2007-07-01
2821,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,North America,Enplaned,Other,Terminal 1,C,65807,Enplaned,65807,2007,July,2007-07-01
2822,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,7329,Deplaned,7329,2007,July,2007-07-01
2823,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6703,Enplaned,6703,2007,July,2007-07-01
2824,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,12930,Deplaned,12930,2007,July,2007-07-01
2825,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10094,Enplaned,10094,2007,July,2007-07-01
2826,Qantas Airways,QF,Qantas Airways,QF,International,Australia,Deplaned,Other,International,A,7687,Deplaned,7687,2007,July,2007-07-01
2827,Qantas Airways,QF,Qantas Airways,QF,International,Australia,Enplaned,Other,International,A,5920,Enplaned,5920,2007,July,2007-07-01
2828,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,18998,Deplaned,18998,2007,July,2007-07-01
2829,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,18295,Enplaned,18295,2007,July,2007-07-01
2830,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,5486,Deplaned,5486,2007,July,2007-07-01
2831,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,5114,Enplaned,5114,2007,July,2007-07-01
2832,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,101993,Deplaned,101993,2007,July,2007-07-01
2833,SkyWest Airlines,OO,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,101658,Enplaned,101658,2007,July,2007-07-01
2834,SkyWest Airlines,OO,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,7513,Deplaned,7513,2007,July,2007-07-01
2835,SkyWest Airlines,OO,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,7136,Enplaned,7136,2007,July,2007-07-01
2836,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,North America,Deplaned,Low Fare,International,A,2906,Deplaned,2906,2007,July,2007-07-01
2837,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,North America,Enplaned,Low Fare,International,A,4176,Enplaned,4176,2007,July,2007-07-01
2838,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,5523,Deplaned,5523,2007,July,2007-07-01
2839,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,5370,Enplaned,5370,2007,July,2007-07-01
2840,TACA,TA,TACA,TA,International,South America,Deplaned,Other,International,A,8082,Deplaned,8082,2007,July,2007-07-01
2841,TACA,TA,TACA,TA,International,South America,Enplaned,Other,International,A,8402,Enplaned,8402,2007,July,2007-07-01
2842,US Airways,US ,US Airways,US ,Domestic,North America,Enplaned,Other,Terminal 1,B,40270,Enplaned,40270,2007,July,2007-07-01
2843,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 1,B,71437,Deplaned,71437,2007,July,2007-07-01
2844,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 1,B,68600,Enplaned,68600,2007,July,2007-07-01
2845,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,International,G,13701,Deplaned,13701,2007,July,2007-07-01
2846,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,International,G,193,Enplaned,193,2007,July,2007-07-01
2847,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,E,28407,Deplaned,28407,2007,July,2007-07-01
2848,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,E,26645,Enplaned,26645,2007,July,2007-07-01
2849,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,E,465,Thru / Transit * 2,930,2007,July,2007-07-01
2850,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Low Fare,Terminal 3,F,53367,Deplaned,53367,2007,July,2007-07-01
2851,United Airlines,UA,United Airlines,UA,Domestic,North America,Deplaned,Other,Terminal 3,F,397134,Deplaned,397134,2007,July,2007-07-01
2852,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Low Fare,Terminal 3,F,52562,Enplaned,52562,2007,July,2007-07-01
2853,United Airlines,UA,United Airlines,UA,Domestic,North America,Enplaned,Other,Terminal 3,F,406700,Enplaned,406700,2007,July,2007-07-01
2854,United Airlines,UA,United Airlines,UA,Domestic,North America,Thru / Transit,Other,Terminal 3,F,7948,Thru / Transit * 2,15896,2007,July,2007-07-01
2855,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,86275,Deplaned,86275,2007,July,2007-07-01
2856,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,76886,Enplaned,76886,2007,July,2007-07-01
2857,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,4165,Thru / Transit * 2,8330,2007,July,2007-07-01
2858,United Airlines,UA,United Airlines,UA,International,Australia,Deplaned,Other,International,G,8353,Deplaned,8353,2007,July,2007-07-01
2859,United Airlines,UA,United Airlines,UA,International,Australia,Enplaned,Other,International,G,8536,Enplaned,8536,2007,July,2007-07-01
2860,United Airlines,UA,United Airlines,UA,International,Australia,Thru / Transit,Other,International,G,1165,Thru / Transit * 2,2330,2007,July,2007-07-01
2861,United Airlines,UA,United Airlines,UA,International,North America,Deplaned,Other,Terminal 3,F,17539,Deplaned,17539,2007,July,2007-07-01
2862,United Airlines,UA,United Airlines,UA,International,North America,Enplaned,Other,Terminal 3,F,15437,Enplaned,15437,2007,July,2007-07-01
2863,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,35430,Deplaned,35430,2007,July,2007-07-01
2864,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,34240,Enplaned,34240,2007,July,2007-07-01
2865,United Airlines,UA,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,1043,Thru / Transit * 2,2086,2007,July,2007-07-01
2866,United Airlines,UA,United Airlines,UA,International,South America,Deplaned,Other,International,G,13054,Deplaned,13054,2007,July,2007-07-01
2867,United Airlines,UA,United Airlines,UA,International,South America,Enplaned,Other,International,G,12665,Enplaned,12665,2007,July,2007-07-01
2868,United Airlines,UA,United Airlines,UA,International,South America,Thru / Transit,Other,International,G,194,Thru / Transit * 2,388,2007,July,2007-07-01
2869,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,11714,Deplaned,11714,2007,July,2007-07-01
2870,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10495,Enplaned,10495,2007,July,2007-07-01
2871,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,North America,Deplaned,Low Fare,International,A,201,Deplaned,201,2007,August,2007-08-01
2872,Air Canada ,AC,Air Canada ,AC,International,North America,Deplaned,Other,Terminal 3,E,39798,Deplaned,39798,2007,August,2007-08-01
2873,Air Canada ,AC,Air Canada ,AC,International,North America,Enplaned,Other,Terminal 3,E,39554,Enplaned,39554,2007,August,2007-08-01
2874,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,8175,Deplaned,8175,2007,August,2007-08-01
2875,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7143,Enplaned,7143,2007,August,2007-08-01
2876,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11746,Deplaned,11746,2007,August,2007-08-01
2877,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,12710,Enplaned,12710,2007,August,2007-08-01
2878,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Deplaned,Other,International,G,6820,Deplaned,6820,2007,August,2007-08-01
2879,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia,Enplaned,Other,International,G,8236,Enplaned,8236,2007,August,2007-08-01
2880,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Deplaned,Low Fare,Terminal 1,B,17469,Deplaned,17469,2007,August,2007-08-01
2881,AirTran Airways,FL,AirTran Airways,FL,Domestic,North America,Enplaned,Low Fare,Terminal 1,B,17561,Enplaned,17561,2007,August,2007-08-01
2882,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,53539,Deplaned,53539,2007,August,2007-08-01
2883,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,56494,Enplaned,56494,2007,August,2007-08-01
2884,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,North America,Thru / Transit,Other,Terminal 1,B,3802,Thru / Transit * 2,7604,2007,August,2007-08-01
2885,Alaska Airlines,AS,Alaska Airlines,AS,International,North America,Deplaned,Other,Terminal 1,B,6174,Deplaned,6174,2007,August,2007-08-01
2886,Alaska Airlines,AS,Alaska Airlines,AS,International,North America,Enplaned,Other,Terminal 1,B,7245,Enplaned,7245,2007,August,2007-08-01
2887,Alaska Airlines,AS,Alaska Airlines,AS,International,North America,Thru / Transit,Other,Terminal 1,B,1370,Thru / Transit * 2,2740,2007,August,2007-08-01
2888,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Deplaned,Other,International,A,6950,Deplaned,6950,2007,August,2007-08-01
2889,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Enplaned,Other,International,A,8354,Enplaned,8354,2007,August,2007-08-01
2890,Alaska Airlines,AS,Alaska Airlines,AS,International,South America,Thru / Transit,Other,International,A,1872,Thru / Transit * 2,3744,2007,August,2007-08-01
2891,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7493,Deplaned,7493,2007,August,2007-08-01
2892,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6386,Enplaned,6386,2007,August,2007-08-01
2893,American Airlines,AA,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 3,E,159954,Deplaned,159954,2007,August,2007-08-01
2894,American Airlines,AA,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 3,E,158012,Enplaned,158012,2007,August,2007-08-01
2895,American Eagle Airlines,MQ,American Airlines,AA,Domestic,North America,Deplaned,Other,Terminal 3,E,5318,Deplaned,5318,2007,August,2007-08-01
2896,American Eagle Airlines,MQ,American Airlines,AA,Domestic,North America,Enplaned,Other,Terminal 3,E,4323,Enplaned,4323,2007,August,2007-08-01
2897,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5281,Deplaned,5281,2007,August,2007-08-01
2898,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4828,Enplaned,4828,2007,August,2007-08-01
2899,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20518,Deplaned,20518,2007,August,2007-08-01
2900,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,20024,Enplaned,20024,2007,August,2007-08-01
2901,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,11754,Deplaned,11754,2007,August,2007-08-01
2902,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,9912,Enplaned,9912,2007,August,2007-08-01
2903,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,12109,Deplaned,12109,2007,August,2007-08-01
2904,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9239,Enplaned,9239,2007,August,2007-08-01
2905,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,97666,Deplaned,97666,2007,August,2007-08-01
2906,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,97567,Enplaned,97567,2007,August,2007-08-01
2907,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,15754,Deplaned,15754,2007,August,2007-08-01
2908,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12770,Enplaned,12770,2007,August,2007-08-01
2909,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,North America,Deplaned,Other,Terminal 1,C,7318,Deplaned,7318,2007,August,2007-08-01
2910,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,North America,Enplaned,Other,Terminal 1,C,7358,Enplaned,7358,2007,August,2007-08-01
2911,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Deplaned,Low Fare,Terminal 1,C,25058,Deplaned,25058,2007,August,2007-08-01
2912,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,North America,Enplaned,Low Fare,Terminal 1,C,24346,Enplaned,24346,2007,August,2007-08-01
2913,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Deplaned,Other,Terminal 1,C,7600,Deplaned,7600,2007,August,2007-08-01
2914,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,North America,Enplaned,Other,Terminal 1,C,7294,Enplaned,7294,2007,August,2007-08-01
2915,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Deplaned,Other,Terminal 1,B,5717,Deplaned,5717,2007,August,2007-08-01
2916,Horizon Air ,QX,Alaska Airlines,AS,Domestic,North America,Enplaned,Other,Terminal 1,B,5065,Enplaned,5065,2007,August,2007-08-01
2917,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9814,Deplaned,9814,2007,August,2007-08-01
